boardid,year
14525.0,2010
25020.0,2010
31338.0,2010
11468.0,2010
18384.0,2010
550890.0,2010
81913.0,2010
24848.0,2010
15173.0,2010
7905.0,2010
17012.0,2010
125827.0,2010
82544.0,2010
660090.0,2010
1532.0,2010
1173.0,2010
3424.0,2010
3424.0,2010
29837.0,2010
264342.0,2010
29657.0,2010
2086.0,2010
90107.0,2010
7045.0,2010
27242.0,2010
27255.0,2010
440376.0,2010
33103.0,2010
5210.0,2010
24637.0,2010
27163.0,2010
11700.0,2010
10909.0,2010
20638.0,2010
20638.0,2010
464094.0,2010
33760.0,2010
8426.0,2010
25332.0,2010
18229.0,2010
1063138.0,2010
2297.0,2010
31575.0,2010
26008.0,2010
11426.0,2010
5620.0,2010
31575.0,2010
33026.0,2010
31575.0,2010
31575.0,2010
31575.0,2010
31575.0,2010
31575.0,2010
14337.0,2010
2297.0,2010
13610.0,2010
15053.0,2010
14372.0,2010
17745.0,2010
494219.0,2010
550358.0,2010
550358.0,2010
18868.0,2010
20376.0,2010
28304.0,2010
28774.0,2010
28774.0,2010
33699.0,2010
22899.0,2010
20423.0,2010
23945.0,2010
23945.0,2010
480997.0,2010
28665.0,2010
81913.0,2010
95972.0,2010
95972.0,2010
462108.0,2010
21232.0,2010
5204.0,2010
1273.0,2010
20517.0,2010
573.0,2010
114747.0,2010
1590331.0,2010
401.0,2010
20291.0,2010
20291.0,2010
23505.0,2010
467542.0,2010
8220.0,2010
15223.0,2010
23049.0,2010
21279.0,2010
25310.0,2010
21454.0,2010
1649716.0,2010
14722.0,2010
14722.0,2010
14365.0,2010
25811.0,2010
138612.0,2010
23438.0,2010
25087.0,2010
14365.0,2010
1020658.0,2010
17984.0,2010
130.0,2010
9555.0,2010
9555.0,2010
73.0,2010
82239.0,2010
18515.0,2010
10364.0,2010
9109.0,2010
27355.0,2010
31454.0,2010
25954.0,2010
19823.0,2010
29000.0,2010
18410.0,2010
22406.0,2010
11099.0,2010
22406.0,2010
2355.0,2010
151.0,2010
33512.0,2010
934640.0,2010
6637.0,2010
7410.0,2010
7422.0,2010
756349.0,2010
17862.0,2010
7847.0,2010
469033.0,2010
12641.0,2010
33143.0,2010
7915.0,2010
28696.0,2010
14739.0,2010
28335.0,2010
8398.0,2010
1273.0,2010
4730.0,2010
8783.0,2010
13715.0,2010
2817.0,2010
33779.0,2010
24173.0,2010
24173.0,2010
24296.0,2010
25529.0,2010
14728.0,2010
1636678.0,2010
30662.0,2010
30662.0,2010
18329.0,2010
33850.0,2010
7204.0,2010
22899.0,2010
114467.0,2010
24887.0,2010
